Evaluating: 2 1 2 1 1 4 2 0 3 
MWFT(norm) MWFT LB
27.2307 677.202 24.8691
27.2307 677.202 24.8691
36.4494 906.462 24.8691
29.8896 743.326 24.8691
27.7539 689.859 24.8563
27.7539 689.859 24.8563
42.3006 1051.44 24.8563
27.1278 674.296 24.8563
27.8494 702.184 25.2136
27.8494 702.184 25.2136
33.4679 843.846 25.2136
26.7034 673.287 25.2136
27.4103 680.452 24.8247
27.4103 680.452 24.8247
33.8293 839.803 24.8247
26.2476 651.59 24.8247
26.7224 676.455 25.3142
26.7224 676.455 25.3142
30.8928 782.025 25.3142
25.7857 652.743 25.3142
27.5207 686.789 24.9553
27.5207 686.789 24.9553
33.9925 848.294 24.9553
27.8748 695.626 24.9553
27.1763 689.497 25.3712
27.1763 689.497 25.3712
32.1631 816.017 25.3712
26.8782 681.933 25.3712
27.6129 724.848 26.2503
27.6129 724.848 26.2503
34.0172 892.963 26.2503
26.9654 707.85 26.2503
27.1355 655.748 24.1657
27.1355 655.748 24.1657
32.7124 790.518 24.1657
26.5468 641.52 24.1657
27.4326 676.652 24.666
27.4326 676.652 24.666
32.6568 805.513 24.666
28.1723 694.898 24.666
26.8089 684.063 25.5163
26.8089 684.063 25.5163
35.6791 910.4 25.5163
26.7898 683.578 25.5163
26.8739 678.561 25.2498
26.8739 678.561 25.2498
34.3635 867.672 25.2498
27.1801 686.293 25.2498
26.3811 699.752 26.5247
26.3811 699.752 26.5247
33.3165 883.71 26.5247
27.716 735.159 26.5247
26.9089 674.796 25.077
26.9089 674.796 25.077
34.8792 874.667 25.077
26.7565 670.972 25.077
26.8708 683.082 25.421
26.8708 683.082 25.421
32.4483 824.869 25.421
26.7281 679.455 25.421
27.1917 676.132 24.8654
27.1917 676.132 24.8654
35.9602 894.164 24.8654
26.7118 664.2 24.8654
27.142 711.046 26.1972
27.142 711.046 26.1972
34.3566 900.047 26.1972
27.8188 728.775 26.1972
26.5829 673.366 25.3308
26.5829 673.366 25.3308
35.6879 904.003 25.3308
28.8251 730.163 25.3308
25.7398 691.805 26.8769
25.7398 691.805 26.8769
32.0607 861.692 26.8769
25.5447 686.56 26.8769
26.4962 696.17 26.2743
26.4962 696.17 26.2743
33.951 892.04 26.2743
26.7704 703.374 26.2743
27.2951 672.192 24.6269
27.2951 672.192 24.6269
38.2911 942.991 24.6269
30.8066 758.671 24.6269
26.4656 675.468 25.5225
26.4656 675.468 25.5225
33.6572 859.016 25.5225
27.0451 690.259 25.5225
26.7534 691.239 25.8375
26.7534 691.239 25.8375
33.9267 876.579 25.8375
25.9502 670.486 25.8375
26.9668 676.254 25.0773
26.9668 676.254 25.0773
35.3887 887.451 25.0773
27.7171 695.068 25.0773
26.9908 692.24 25.6473
26.9908 692.24 25.6473
32.7759 840.613 25.6473
26.7408 685.829 25.6473
27.0217 670.068 24.7975
27.0217 670.068 24.7975
30.2032 748.962 24.7975
27.2479 675.679 24.7975
27.4015 682.64 24.9125
27.4015 682.64 24.9125
37.0926 924.07 24.9125
26.3311 655.975 24.9125
26.9653 665.276 24.6715
26.9653 665.276 24.6715
32.7882 808.935 24.6715
26.4456 652.453 24.6715
26.1446 687.188 26.2841
26.1446 687.188 26.2841
32.6737 858.799 26.2841
25.8972 680.685 26.2841
26.5928 678.643 25.5198
26.5928 678.643 25.5198
37.7684 963.842 25.5198
29.1368 743.564 25.5198
26.7826 702.865 26.2434
26.7826 702.865 26.2434
31.8302 835.331 26.2434
27.2417 714.915 26.2434
27.4187 651.864 23.7745
27.4187 651.864 23.7745
39.4928 938.921 23.7745
31.5565 750.238 23.7745
26.8469 697.597 25.9842
26.8469 697.597 25.9842
31.3125 813.632 25.9842
26.4741 687.909 25.9842
27.5332 695.882 25.2743
27.5332 695.882 25.2743
33.6193 849.705 25.2743
26.7177 675.272 25.2743
27.0164 691.804 25.6068
27.0164 691.804 25.6068
35.3717 905.758 25.6068
27.514 704.547 25.6068
26.8976 706.81 26.2778
26.8976 706.81 26.2778
38.4406 1010.13 26.2778
26.1151 686.248 26.2778
26.6227 680.779 25.5714
26.6227 680.779 25.5714
31.3191 800.873 25.5714
26.676 682.144 25.5714
26.964 707.698 26.246
26.964 707.698 26.246
36.3295 953.504 26.246
27.3992 719.119 26.246
26.7642 673.837 25.1768
26.7642 673.837 25.1768
37.2027 936.645 25.1768
27.0759 681.685 25.1768
26.8697 689.483 25.6603
26.8697 689.483 25.6603
39.5463 1014.77 25.6603
26.972 692.109 25.6603
26.8446 699.757 26.067
26.8446 699.757 26.067
35.997 938.332 26.067
26.7359 696.925 26.067
26.8487 689.636 25.686
26.8487 689.636 25.686
31.7228 814.833 25.686
27.6132 709.273 25.686
26.3518 674.765 25.606
26.3518 674.765 25.606
34.503 883.483 25.606
26.0016 665.798 25.606
27.1334 686.156 25.2883
27.1334 686.156 25.2883
33.2656 841.23 25.2883
29.7193 751.549 25.2883
28.0505 679.588 24.2273
28.0505 679.588 24.2273
32.8494 795.852 24.2273
26.7957 649.188 24.2273
26.8413 719.375 26.8011
26.8413 719.375 26.8011
30.2839 811.64 26.8011
27.6603 741.325 26.8011
27.0443 684.385 25.3061
27.0443 684.385 25.3061
43.242 1094.29 25.3061
27.0408 684.296 25.3061
27.2017 676.186 24.8583
27.2017 676.186 24.8583
38.1019 947.147 24.8583
29.4969 733.241 24.8583
26.9786 671.551 24.892
26.9786 671.551 24.892
32.8011 816.484 24.892
27.799 691.971 24.892
Evaluating: 2 1 0 0 1 3 2 0 6 
MWFT(norm) MWFT LB
28.1392 709.295 25.2067
28.1392 709.295 25.2067
33.9036 854.598 25.2067
27.9805 705.294 25.2067
27.9269 709.88 25.4193
27.9269 709.88 25.4193
32.5811 828.189 25.4193
29.0179 737.614 25.4193
28.5793 719.141 25.163
28.5793 719.141 25.163
33.5144 843.321 25.163
29.9276 753.066 25.163
29.0806 699.302 24.0471
29.0806 699.302 24.0471
34.3737 826.587 24.0471
27.9007 670.929 24.0471
27.9141 686.783 24.6034
27.9141 686.783 24.6034
36.6214 901.012 24.6034
28.1303 692.101 24.6034
27.7888 740.221 26.6374
27.7888 740.221 26.6374
34.4943 918.838 26.6374
26.6635 710.247 26.6374
27.7346 732.581 26.4139
27.7346 732.581 26.4139
31.3361 827.708 26.4139
27.7574 733.183 26.4139
28.3653 735.171 25.918
28.3653 735.171 25.918
35.9794 932.513 25.918
27.3451 708.73 25.918
29.0986 737.171 25.3335
29.0986 737.171 25.3335
35.1967 891.656 25.3335
28.2247 715.032 25.3335
28.123 740.292 26.3233
28.123 740.292 26.3233
29.5274 777.261 26.3233
27.158 714.89 26.3233
29.1877 751.893 25.7606
29.1877 751.893 25.7606
33.0187 850.582 25.7606
29.9902 772.567 25.7606
28.1582 741.121 26.3199
28.1582 741.121 26.3199
31.0559 817.389 26.3199
27.8387 732.711 26.3199
28.2774 721.973 25.5318
28.2774 721.973 25.5318
32.85 838.721 25.5318
28.7833 734.891 25.5318
27.6964 722.389 26.0824
27.6964 722.389 26.0824
30.9102 806.211 26.0824
28.5504 744.662 26.0824
27.7247 725.39 26.164
27.7247 725.39 26.164
32.871 860.038 26.164
26.6538 697.37 26.164
28.3485 716.503 25.2748
28.3485 716.503 25.2748
38.4842 972.68 25.2748
28.1484 711.447 25.2748
27.4504 712.929 25.9716
27.4504 712.929 25.9716
35.9327 933.227 25.9716
28.3067 735.17 25.9716
29.044 710.062 24.4478
29.044 710.062 24.4478
33.9802 830.74 24.4478
28.0439 685.61 24.4478
28.8494 738.426 25.5958
28.8494 738.426 25.5958
35.63 911.979 25.5958
27.2407 697.249 25.5958
28.2851 740.797 26.1904
28.2851 740.797 26.1904
36.1005 945.486 26.1904
31.0785 813.956 26.1904
28.2681 704.065 24.9067
28.2681 704.065 24.9067
35.1304 874.985 24.9067
27.9471 696.072 24.9067
28.3164 739.33 26.1096
28.3164 739.33 26.1096
32.0392 836.531 26.1096
26.9565 703.825 26.1096
27.7583 761.999 27.4512
27.7583 761.999 27.4512
30.8042 845.612 27.4512
26.7156 733.375 27.4512
29.0596 736.431 25.3421
29.0596 736.431 25.3421
32.8206 831.741 25.3421
29.0621 736.495 25.3421
28.0832 727.568 25.9076
28.0832 727.568 25.9076
31.8647 825.538 25.9076
28.6637 742.609 25.9076
29.3223 753.376 25.6929
29.3223 753.376 25.6929
35.6469 915.872 25.6929
32.7364 841.093 25.6929
28.6443 713.748 24.9176
28.6443 713.748 24.9176
38.1099 949.607 24.9176
28.9872 722.29 24.9176
28.0099 731.861 26.1287
28.0099 731.861 26.1287
35.71 933.057 26.1287
29.8651 780.335 26.1287
28.4026 742.298 26.1349
28.4026 742.298 26.1349
32.5307 850.186 26.1349
27.7329 724.795 26.1349
28.6441 728.947 25.4484
28.6441 728.947 25.4484
33.4986 852.486 25.4484
28.9617 737.029 25.4484
27.7006 721.624 26.0508
27.7006 721.624 26.0508
33.5266 873.396 26.0508
29.7936 776.148 26.0508
27.4879 721.153 26.2353
27.4879 721.153 26.2353
32.0636 841.198 26.2353
27.3244 716.863 26.2353
28.1115 725.431 25.8055
28.1115 725.431 25.8055
31.996 825.673 25.8055
28.2815 729.818 25.8055
28.073 710.544 25.3106
28.073 710.544 25.3106
35.748 904.804 25.3106
27.7072 701.286 25.3106
27.903 707.518 25.3563
27.903 707.518 25.3563
33.3263 845.031 25.3563
27.5286 698.024 25.3563
27.3937 694.937 25.3685
27.3937 694.937 25.3685
32.5805 826.519 25.3685
27.8971 707.707 25.3685
28.0342 728.241 25.9769
28.0342 728.241 25.9769
34.6378 899.783 25.9769
27.7886 721.862 25.9769
28.2302 698.055 24.7273
28.2302 698.055 24.7273
38.0085 939.846 24.7273
29.9337 740.179 24.7273
27.8209 725.894 26.0917
27.8209 725.894 26.0917
34.9104 910.871 26.0917
29.1675 761.029 26.0917
28.4 711.786 25.0629
28.4 711.786 25.0629
33.8551 848.508 25.0629
27.8444 697.862 25.0629
28.6886 717.29 25.0026
28.6886 717.29 25.0026
33.4558 836.481 25.0026
28.7451 718.703 25.0026
28.1358 707.408 25.1427
28.1358 707.408 25.1427
35.5576 894.013 25.1427
28.943 727.704 25.1427
28.5899 726.69 25.4177
28.5899 726.69 25.4177
34.9246 887.704 25.4177
29.3318 745.546 25.4177
28.6158 729.689 25.4995
28.6158 729.689 25.4995
36.7252 936.476 25.4995
31.523 803.822 25.4995
28.4035 734.848 25.8718
28.4035 734.848 25.8718
36.5716 946.171 25.8718
26.9859 698.173 25.8718
28.9173 736.951 25.4848
28.9173 736.951 25.4848
39.6639 1010.83 25.4848
31.1978 795.07 25.4848
27.2604 717.147 26.3073
27.2604 717.147 26.3073
34.2192 900.215 26.3073
29.6794 780.786 26.3073
29.1971 731.086 25.0397
29.1971 731.086 25.0397
33.2703 833.078 25.0397
28.4894 713.366 25.0397
28.1093 710.588 25.2795
28.1093 710.588 25.2795
36.7658 929.419 25.2795
26.8806 679.527 25.2795
28.0958 723.62 25.7555
28.0958 723.62 25.7555
34.2526 882.193 25.7555
28.9677 746.077 25.7555
28.5342 748.82 26.2429
28.5342 748.82 26.2429
35.3791 928.452 26.2429
27.9312 732.996 26.2429
28.6427 712.316 24.8691
28.6427 712.316 24.8691
31.9476 794.506 24.8691
30.8224 766.523 24.8691
29.3457 729.426 24.8563
29.3457 729.426 24.8563
36.546 908.399 24.8563
28.1065 698.623 24.8563
28.9942 731.048 25.2136
28.9942 731.048 25.2136
34.5294 870.611 25.2136
27.6303 696.659 25.2136
29.0156 720.304 24.8247
29.0156 720.304 24.8247
34.6979 861.365 24.8247
27.3219 678.258 24.8247
28.0276 709.494 25.3142
28.0276 709.494 25.3142
34.4189 871.286 25.3142
26.5925 673.168 25.3142
28.9382 722.162 24.9553
28.9382 722.162 24.9553
43.0016 1073.12 24.9553
28.5989 713.695 24.9553
28.7189 728.634 25.3712
28.7189 728.634 25.3712
35.2841 895.2 25.3712
27.5497 698.971 25.3712
29.0857 763.511 26.2503
29.0857 763.511 26.2503
31.7127 832.47 26.2503
28.2401 741.312 26.2503
28.923 698.943 24.1657
28.923 698.943 24.1657
38.6169 933.203 24.1657
27.4408 663.126 24.1657
28.8294 711.105 24.666
28.8294 711.105 24.666
35.5496 876.865 24.666
29.5176 728.08 24.666
28.4808 726.724 25.5163
28.4808 726.724 25.5163
36.1928 923.507 25.5163
27.8169 709.786 25.5163
28.4234 717.686 25.2498
28.4234 717.686 25.2498
32.0311 808.78 25.2498
28.1743 711.394 25.2498
27.8694 739.227 26.5247
27.8694 739.227 26.5247
32.7595 868.936 26.5247
28.91 766.829 26.5247
28.8089 722.44 25.077
28.8089 722.44 25.077
36.8433 923.92 25.077
28.1779 706.617 25.077
28.4026 722.022 25.421
28.4026 722.022 25.421
31.4134 798.559 25.421
27.9403 710.27 25.421
28.6872 713.318 24.8654
28.6872 713.318 24.8654
35.0042 870.395 24.8654
27.8169 691.678 24.8654
28.6369 750.207 26.1972
28.6369 750.207 26.1972
34.0187 891.196 26.1972
28.6892 751.579 26.1972
28.4474 720.595 25.3308
28.4474 720.595 25.3308
38.9221 985.928 25.3308
29.8865 757.049 25.3308
27.2188 731.555 26.8769
27.2188 731.555 26.8769
32.6991 878.849 26.8769
26.538 713.258 26.8769
27.7894 730.147 26.2743
27.7894 730.147 26.2743
32.4297 852.068 26.2743
27.4771 721.944 26.2743
28.3863 699.067 24.6269
28.3863 699.067 24.6269
36.2632 893.049 24.6269
31.9668 787.242 24.6269
27.8078 709.726 25.5225
27.8078 709.726 25.5225
32.7613 836.151 25.5225
27.9425 713.164 25.5225
28.6336 739.82 25.8375
28.6336 739.82 25.8375
34.8089 899.374 25.8375
26.6658 688.977 25.8375
28.931 725.511 25.0773
28.931 725.511 25.0773
37.5959 942.802 25.0773
28.6777 719.159 25.0773
28.5629 732.561 25.6473
28.5629 732.561 25.6473
30.8663 791.636 25.6473
27.3719 702.014 25.6473
28.2062 699.441 24.7975
28.2062 699.441 24.7975
33.3849 827.86 24.7975
28.1053 696.939 24.7975
29.0725 724.27 24.9125
29.0725 724.27 24.9125
38.7324 964.922 24.9125
27.5766 687.004 24.9125
28.5732 704.945 24.6715
28.5732 704.945 24.6715
36.9897 912.592 24.6715
27.1389 669.559 24.6715
27.4644 721.879 26.2841
27.4644 721.879 26.2841
32.6522 858.236 26.2841
26.7181 702.263 26.2841
28.0531 715.911 25.5198
28.0531 715.911 25.5198
34.938 891.612 25.5198
30.0782 767.59 25.5198
27.8663 731.305 26.2434
27.8663 731.305 26.2434
30.6593 804.603 26.2434
28.1498 738.746 26.2434
29.2681 695.833 23.7745
29.2681 695.833 23.7745
44.9304 1068.2 23.7745
32.8084 780.001 23.7745
28.3994 737.935 25.9842
28.3994 737.935 25.9842
32.2686 838.476 25.9842
27.7809 721.866 25.9842
28.7702 727.146 25.2743
28.7702 727.146 25.2743
36.0016 909.915 25.2743
27.6645 699.202 25.2743
28.4781 729.235 25.6068
28.4781 729.235 25.6068
33.2831 852.276 25.6068
28.3014 724.71 25.6068
28.4232 746.899 26.2778
28.4232 746.899 26.2778
33.896 890.714 26.2778
27.3027 717.456 26.2778
28.3816 725.758 25.5714
28.3816 725.758 25.5714
40.4197 1033.59 25.5714
27.2208 696.073 25.5714
28.6865 752.907 26.246
28.6865 752.907 26.246
36.6499 961.914 26.246
28.3417 743.858 26.246
28.3462 713.667 25.1768
28.3462 713.667 25.1768
36.8207 927.028 25.1768
27.9498 703.688 25.1768
28.4394 729.764 25.6603
28.4394 729.764 25.6603
34.273 879.454 25.6603
27.8805 715.421 25.6603
28.3936 740.135 26.067
28.3936 740.135 26.067
31.0444 809.235 26.067
27.3565 713.101 26.067
28.2715 726.183 25.686
28.2715 726.183 25.686
36.4542 936.364 25.686
28.808 739.962 25.686
28.0265 717.647 25.606
28.0265 717.647 25.606
37.7587 966.848 25.606
27.3846 701.209 25.606
29.2064 738.58 25.2883
29.2064 738.58 25.2883
40.1469 1015.25 25.2883
30.607 773.998 25.2883
29.8449 723.062 24.2273
29.8449 723.062 24.2273
36.0664 873.79 24.2273
27.8974 675.877 24.2273
28.2207 756.346 26.8011
28.2207 756.346 26.8011
35.7358 957.759 26.8011
28.8348 772.804 26.8011
28.6763 725.686 25.3061
28.6763 725.686 25.3061
40.7624 1031.54 25.3061
28.0466 709.748 25.3061
28.5848 710.569 24.8583
28.5848 710.569 24.8583
34.0324 845.986 24.8583
30.1367 749.145 24.8583
28.4456 708.068 24.892
28.4456 708.068 24.892
36.3658 905.215 24.892
28.3134 704.777 24.892
Evaluating: 0 0 0 0 0 3 2 0 8 
MWFT(norm) MWFT LB
26.9496 679.309 25.2067
26.9496 679.309 25.2067
34.4727 868.943 25.2067
27.7526 699.55 25.2067
26.298 668.476 25.4193
26.298 668.476 25.4193
32.0554 814.826 25.4193
28.8044 732.188 25.4193
27.1102 682.174 25.163
27.1102 682.174 25.163
37.601 946.152 25.163
30.4242 765.562 25.163
27.604 663.794 24.0471
27.604 663.794 24.0471
36.1369 868.986 24.0471
28.1305 676.455 24.0471
26.807 659.543 24.6034
26.807 659.543 24.6034
34.1926 841.253 24.6034
28.2403 694.808 24.6034
26.1746 697.224 26.6374
26.1746 697.224 26.6374
35.2714 939.538 26.6374
26.408 703.44 26.6374
26.3768 696.716 26.4139
26.3768 696.716 26.4139
36.7151 969.791 26.4139
27.7957 734.193 26.4139
26.6424 690.518 25.918
26.6424 690.518 25.918
33.9686 880.398 25.918
26.8653 696.294 25.918
27.326 692.265 25.3335
27.326 692.265 25.3335
33.2129 841.401 25.3335
27.9044 706.919 25.3335
26.8485 706.743 26.3233
26.8485 706.743 26.3233
31.6413 832.904 26.3233
26.7522 704.208 26.3233
27.7394 714.586 25.7606
27.7394 714.586 25.7606
33.3752 859.766 25.7606
29.6594 764.045 25.7606
26.564 699.163 26.3199
26.564 699.163 26.3199
34.0545 896.311 26.3199
28.0187 737.449 26.3199
26.6713 680.967 25.5318
26.6713 680.967 25.5318
37.5718 959.275 25.5318
28.7402 733.79 25.5318
26.1079 680.955 26.0824
26.1079 680.955 26.0824
31.3287 817.127 26.0824
28.3677 739.897 26.0824
26.3198 688.63 26.164
26.3198 688.63 26.164
38.9351 1018.7 26.164
26.7022 698.638 26.164
26.781 676.885 25.2748
26.781 676.885 25.2748
42.9175 1084.73 25.2748
28.554 721.697 25.2748
26.2965 682.962 25.9716
26.2965 682.962 25.9716
35.3495 918.082 25.9716
28.4597 739.142 25.9716
27.3517 668.688 24.4478
27.3517 668.688 24.4478
35.0399 856.647 24.4478
28.1277 687.659 24.4478
27.1597 695.176 25.5958
27.1597 695.176 25.5958
41.4577 1061.14 25.5958
27.3785 700.776 25.5958
26.5847 696.264 26.1904
26.5847 696.264 26.1904
36.8472 965.041 26.1904
30.9991 811.879 26.1904
26.7344 665.867 24.9067
26.7344 665.867 24.9067
34.0016 846.868 24.9067
27.7721 691.713 24.9067
26.699 697.1 26.1096
26.699 697.1 26.1096
33.0718 863.492 26.1096
26.8187 700.226 26.1096
25.7744 707.538 27.4512
25.7744 707.538 27.4512
30.3922 834.301 27.4512
26.3741 724 27.4512
27.6646 701.077 25.3421
27.6646 701.077 25.3421
31.9581 809.883 25.3421
29.2504 741.266 25.3421
26.7228 692.324 25.9076
26.7228 692.324 25.9076
31.8474 825.088 25.9076
28.3885 735.477 25.9076
27.5989 709.096 25.6929
27.5989 709.096 25.6929
35.7264 917.916 25.6929
32.5558 836.454 25.6929
26.7833 667.375 24.9176
26.7833 667.375 24.9176
39.2116 977.058 24.9176
28.9614 721.649 24.9176
26.561 694.006 26.1287
26.561 694.006 26.1287
31.913 833.844 26.1287
29.6142 773.781 26.1287
27.0281 706.377 26.1349
27.0281 706.377 26.1349
35.5561 929.254 26.1349
27.594 721.165 26.1349
27.5239 700.439 25.4484
27.5239 700.439 25.4484
33.4231 850.564 25.4484
28.5733 727.145 25.4484
26.5289 691.101 26.0508
26.5289 691.101 26.0508
34.1913 890.713 26.0508
30.062 783.14 26.0508
26.1218 685.314 26.2353
26.1218 685.314 26.2353
31.9991 839.507 26.2353
27.2392 714.63 26.2353
26.839 692.594 25.8055
26.839 692.594 25.8055
33.5079 864.687 25.8055
27.9648 721.646 25.8055
26.6375 674.211 25.3106
26.6375 674.211 25.3106
40.7212 1030.68 25.3106
27.3417 692.035 25.3106
26.5919 674.273 25.3563
26.5919 674.273 25.3563
34.2849 869.339 25.3563
27.4749 696.662 25.3563
26.6124 675.117 25.3685
26.6124 675.117 25.3685
39.4084 999.731 25.3685
27.7364 703.63 25.3685
26.8748 698.123 25.9769
26.8748 698.123 25.9769
37.5798 976.207 25.9769
27.6782 718.993 25.9769
27.5342 680.846 24.7273
27.5342 680.846 24.7273
40.042 990.129 24.7273
29.7378 735.335 24.7273
26.5001 691.43 26.0917
26.5001 691.43 26.0917
33.0161 861.444 26.0917
29.3038 764.584 26.0917
27.3658 685.867 25.0629
27.3658 685.867 25.0629
33.9429 850.708 25.0629
28.0523 703.073 25.0629
27.0609 676.592 25.0026
27.0609 676.592 25.0026
39.4249 985.725 25.0026
28.5274 713.258 25.0026
27.0362 679.761 25.1427
27.0362 679.761 25.1427
33.7979 849.768 25.1427
28.8416 725.154 25.1427
27.2197 691.862 25.4177
27.2197 691.862 25.4177
34.4912 876.687 25.4177
29.0585 738.6 25.4177
27.3139 696.493 25.4995
27.3139 696.493 25.4995
40.9675 1044.65 25.4995
31.9046 813.553 25.4995
26.9526 697.312 25.8718
26.9526 697.312 25.8718
32.9591 852.71 25.8718
27.3451 707.467 25.8718
27.3628 697.335 25.4848
27.3628 697.335 25.4848
33.5214 854.285 25.4848
31.4648 801.872 25.4848
26.0571 685.492 26.3073
26.0571 685.492 26.3073
36.5722 962.116 26.3073
29.8661 785.697 26.3073
27.4018 686.133 25.0397
27.4018 686.133 25.0397
32.9741 825.661 25.0397
28.6998 718.633 25.0397
26.7864 677.145 25.2795
26.7864 677.145 25.2795
33.231 840.062 25.2795
26.726 675.62 25.2795
27.1671 699.703 25.7555
27.1671 699.703 25.7555
33.5245 863.439 25.7555
28.605 736.737 25.7555
27.1344 712.087 26.2429
27.1344 712.087 26.2429
34.3494 901.43 26.2429
27.7183 727.408 26.2429
27.4501 682.658 24.8691
27.4501 682.658 24.8691
38.4041 955.073 24.8691
31.12 773.925 24.8691
27.8446 692.113 24.8563
27.8446 692.113 24.8563
36.086 896.964 24.8563
27.6718 687.818 24.8563
27.9874 705.663 25.2136
27.9874 705.663 25.2136
35.7782 902.096 25.2136
27.6404 696.914 25.2136
27.8255 690.759 24.8247
27.8255 690.759 24.8247
43.155 1071.31 24.8247
27.4612 681.717 24.8247
26.8105 678.685 25.3142
26.8105 678.685 25.3142
31.9957 809.945 25.3142
26.4166 668.715 25.3142
27.8799 695.751 24.9553
27.8799 695.751 24.9553
33.3487 832.228 24.9553
28.3403 707.242 24.9553
27.4579 696.641 25.3712
27.4579 696.641 25.3712
37.2006 943.825 25.3712
27.8068 705.493 25.3712
27.572 723.774 26.2503
27.572 723.774 26.2503
34.2426 898.88 26.2503
28.191 740.023 26.2503
27.2286 657.998 24.1657
27.2286 657.998 24.1657
33.8742 818.593 24.1657
27.3196 660.197 24.1657
27.5145 678.671 24.666
27.5145 678.671 24.666
37.2231 918.144 24.666
29.2936 722.555 24.666
27.0701 690.729 25.5163
27.0701 690.729 25.5163
34.2104 872.925 25.5163
27.8394 710.358 25.5163
27.0097 681.99 25.2498
27.0097 681.99 25.2498
34.4394 869.588 25.2498
27.8566 703.373 25.2498
26.7337 709.104 26.5247
26.7337 709.104 26.5247
33.7879 896.215 26.5247
29.1783 773.946 26.5247
27.3624 686.167 25.077
27.3624 686.167 25.077
33.4825 839.642 25.077
27.7392 695.618 25.077
26.9524 685.157 25.421
26.9524 685.157 25.421
34.8128 884.975 25.421
27.7939 706.547 25.421
27.0323 672.169 24.8654
27.0323 672.169 24.8654
33.0586 822.016 24.8654
27.7714 690.547 24.8654
26.8811 704.21 26.1972
26.8811 704.21 26.1972
34.2267 896.645 26.1972
28.9866 759.368 26.1972
26.7123 676.642 25.3308
26.7123 676.642 25.3308
40.1373 1016.71 25.3308
29.8448 755.994 25.3308
26.1148 701.884 26.8769
26.1148 701.884 26.8769
33.9575 912.672 26.8769
26.4614 711.201 26.8769
26.6387 699.914 26.2743
26.6387 699.914 26.2743
36.1853 950.745 26.2743
27.8011 730.456 26.2743
27.1574 668.802 24.6269
27.1574 668.802 24.6269
44.4219 1093.97 24.6269
31.8797 785.097 24.6269
26.6001 678.901 25.5225
26.6001 678.901 25.5225
35.9284 916.985 25.5225
28.1204 717.703 25.5225
26.8545 693.852 25.8375
26.8545 693.852 25.8375
34.9415 902.8 25.8375
26.8682 694.206 25.8375
27.049 678.315 25.0773
27.049 678.315 25.0773
37.4869 940.068 25.0773
28.7891 721.951 25.0773
27.1547 696.443 25.6473
27.1547 696.443 25.6473
34.2106 877.408 25.6473
27.412 703.043 25.6473
27.0725 671.329 24.7975
27.0725 671.329 24.7975
34.6521 859.284 24.7975
28.1375 697.738 24.7975
27.5185 685.556 24.9125
27.5185 685.556 24.9125
36.9043 919.38 24.9125
27.382 682.155 24.9125
27.2394 672.039 24.6715
27.2394 672.039 24.6715
34.7858 858.22 24.6715
27.0717 667.901 24.6715
25.9442 681.92 26.2841
25.9442 681.92 26.2841
32.2902 848.721 26.2841
26.9069 707.225 26.2841
26.3973 673.655 25.5198
26.3973 673.655 25.5198
37.3709 953.699 25.5198
29.8241 761.106 25.5198
26.8195 703.833 26.2434
26.8195 703.833 26.2434
32.2725 846.939 26.2434
28.1692 739.254 26.2434
27.6988 658.525 23.7745
27.6988 658.525 23.7745
41.0562 976.089 23.7745
32.6407 776.015 23.7745
26.7323 694.619 25.9842
26.7323 694.619 25.9842
33.2928 865.087 25.9842
27.3789 711.42 25.9842
27.5772 696.994 25.2743
27.5772 696.994 25.2743
34.0744 861.206 25.2743
27.4487 693.748 25.2743
26.9385 689.81 25.6068
26.9385 689.81 25.6068
34.7591 890.072 25.6068
28.2885 724.379 25.6068
26.9726 708.781 26.2778
26.9726 708.781 26.2778
33.939 891.843 26.2778
27.1078 712.335 26.2778
26.9255 688.524 25.5714
26.9255 688.524 25.5714
34.4987 882.18 25.5714
27.5821 705.313 25.5714
27.1464 712.484 26.246
27.1464 712.484 26.246
44.5705 1169.8 26.246
28.2813 742.27 26.246
27.1317 683.09 25.1768
27.1317 683.09 25.1768
35.5189 894.254 25.1768
28.0549 706.333 25.1768
26.9797 692.306 25.6603
26.9797 692.306 25.6603
32.1134 824.037 25.6603
27.4718 704.935 25.6603
26.7095 696.236 26.067
26.7095 696.236 26.067
33.017 860.654 26.067
27.2284 709.763 26.067
26.9863 693.171 25.686
26.9863 693.171 25.686
35.1805 903.647 25.686
28.7102 737.451 25.686
26.4796 678.036 25.606
26.4796 678.036 25.606
34.0521 871.937 25.606
27.2302 697.256 25.606
27.525 696.061 25.2883
27.525 696.061 25.2883
34.5509 873.734 25.2883
30.4926 771.105 25.2883
28.2886 685.357 24.2273
28.2886 685.357 24.2273
33.2196 804.821 24.2273
27.8599 674.97 24.2273
27.0385 724.661 26.8011
27.0385 724.661 26.8011
30.9537 829.592 26.8011
28.6652 768.258 26.8011
27.3026 690.922 25.3061
27.3026 690.922 25.3061
38.7623 980.921 25.3061
28.2659 715.299 25.3061
27.2356 677.029 24.8583
27.2356 677.029 24.8583
44.7567 1112.57 24.8583
30.519 758.648 24.8583
27.1426 675.632 24.892
27.1426 675.632 24.892
32.1116 799.322 24.892
28.4646 708.54 24.892
Evaluating: 0 0 0 0 1 2 2 0 8 
MWFT(norm) MWFT LB
27.2953 688.023 25.2067
27.2953 688.023 25.2067
33.7499 850.722 25.2067
27.7547 699.604 25.2067
26.8047 681.355 25.4193
