Evaluating: 2 1 2 1 1 4 2 0 3 
MWFT(norm) MWFT LB
29.3341 735.619 25.0773
29.3341 735.619 25.0773
37.7543 946.775 25.0773
28.4938 714.545 25.0773
29.1084 746.551 25.6473
29.1084 746.551 25.6473
34.1828 876.697 25.6473
27.3222 700.739 25.6473
28.9914 718.913 24.7975
28.9914 718.913 24.7975
37.0082 917.709 24.7975
28.3895 703.988 24.7975
29.3336 730.774 24.9125
29.3336 730.774 24.9125
33.4586 833.54 24.9125
27.0269 673.308 24.9125
29.4222 725.89 24.6715
29.4222 725.89 24.6715
35.2769 870.335 24.6715
27.3832 675.585 24.6715
27.9419 734.43 26.2841
27.9419 734.43 26.2841
31.2725 821.972 26.2841
27.0335 710.553 26.2841
28.7166 732.843 25.5198
28.7166 732.843 25.5198
35.9162 916.573 25.5198
29.7749 759.85 25.5198
28.5497 749.241 26.2434
28.5497 749.241 26.2434
33.7463 885.616 26.2434
27.9938 734.651 26.2434
30.1485 716.764 23.7745
30.1485 716.764 23.7745
39.2458 933.047 23.7745
32.5117 772.947 23.7745
28.8642 750.013 25.9842
28.8642 750.013 25.9842
32.7819 851.812 25.9842
27.6748 719.108 25.9842
29.2903 740.291 25.2743
29.2903 740.291 25.2743
34.4303 870.202 25.2743
27.1767 686.873 25.2743
29.4635 754.467 25.6068
29.4635 754.467 25.6068
33.1719 849.428 25.6068
28.3225 725.251 25.6068
29.0734 763.986 26.2778
29.0734 763.986 26.2778
30.9986 814.575 26.2778
26.8318 705.082 26.2778
29.5108 754.631 25.5714
29.5108 754.631 25.5714
33.0899 846.155 25.5714
26.9143 688.237 25.5714
29.249 767.669 26.246
29.249 767.669 26.246
36.7495 964.529 26.246
28.4374 746.369 26.246
28.7353 723.464 25.1768
28.7353 723.464 25.1768
34.6803 873.14 25.1768
27.4455 690.992 25.1768
28.765 738.117 25.6603
28.765 738.117 25.6603
36.4971 936.526 25.6603
27.5645 707.313 25.6603
28.6405 746.572 26.067
28.6405 746.572 26.067
33.3198 868.546 26.067
26.9777 703.228 26.067
28.7538 738.571 25.686
28.7538 738.571 25.686
33.7009 865.643 25.686
28.9577 743.808 25.686
28.8146 737.827 25.606
28.8146 737.827 25.606
36.2512 928.248 25.606
26.9721 690.647 25.606
29.7779 753.033 25.2883
29.7779 753.033 25.2883
34.1863 864.512 25.2883
31.3314 792.318 25.2883
30.3377 735 24.2273
30.3377 735 24.2273
32.6255 790.427 24.2273
27.9765 677.795 24.2273
28.8182 772.358 26.8011
28.8182 772.358 26.8011
32.0859 859.937 26.8011
28.5852 766.113 26.8011
29.063 735.471 25.3061
29.063 735.471 25.3061
35.8937 908.328 25.3061
27.7809 703.026 25.3061
28.9757 720.285 24.8583
28.9757 720.285 24.8583
34.1666 849.322 24.8583
30.2069 750.892 24.8583
29.2066 727.01 24.892
29.2066 727.01 24.892
33.3776 830.833 24.892
28.3072 704.621 24.892
Evaluating: 2 0 1 1 1 4 2 0 4 
MWFT(norm) MWFT LB
31.1451 785.065 25.2067
31.1451 785.065 25.2067
35.2409 888.305 25.2067
29.4219 741.629 25.2067
30.9138 785.806 25.4193
30.9138 785.806 25.4193
37.1044 943.168 25.4193
30.085 764.74 25.4193
30.9964 779.96 25.163
30.9964 779.96 25.163
32.0782 807.182 25.163
31.8496 801.429 25.163
31.814 765.032 24.0471
31.814 765.032 24.0471
34.4168 827.623 24.0471
29.1895 701.922 24.0471
30.2928 745.306 24.6034
30.2928 745.306 24.6034
36.5673 899.68 24.6034
29.3448 721.981 24.6034
31.0123 826.087 26.6374
31.0123 826.087 26.6374
32.8801 875.838 26.6374
27.8944 743.032 26.6374
29.9676 791.563 26.4139
29.9676 791.563 26.4139
35.0311 925.31 26.4139
28.7226 758.676 26.4139
30.7431 796.799 25.918
30.7431 796.799 25.918
33.0942 857.734 25.918
28.2373 731.854 25.918
31.795 805.481 25.3335
31.795 805.481 25.3335
34.3295 869.687 25.3335
29.0685 736.407 25.3335
31.3513 825.27 26.3233
31.3513 825.27 26.3233
33.4412 880.285 26.3233
29.0374 764.362 26.3233
32.0942 826.767 25.7606
32.0942 826.767 25.7606
39.3422 1013.48 25.7606
31.1316 801.97 25.7606
30.6726 807.3 26.3199
30.6726 807.3 26.3199
33.658 885.876 26.3199
29.0391 764.306 26.3199
31.8857 814.099 25.5318
31.8857 814.099 25.5318
34.8354 889.411 25.5318
30.7838 785.966 25.5318
30.3451 791.472 26.0824
30.3451 791.472 26.0824
34.9301 911.062 26.0824
29.3853 766.439 26.0824
29.6124 774.779 26.164
29.6124 774.779 26.164
34.156 893.657 26.164
27.697 724.665 26.164
31.4036 793.72 25.2748
31.4036 793.72 25.2748
36.4245 920.624 25.2748
29.2697 739.787 25.2748
30.3178 787.4 25.9716
30.3178 787.4 25.9716
34.4603 894.987 25.9716
29.2145 758.747 25.9716
31.5974 772.486 24.4478
31.5974 772.486 24.4478
35.8659 876.842 24.4478
29.395 718.643 24.4478
32.2437 825.305 25.5958
32.2437 825.305 25.5958
32.9866 844.32 25.5958
29.0413 743.336 25.5958
31.9348 836.385 26.1904
31.9348 836.385 26.1904
38.8049 1016.31 26.1904
31.9427 836.591 26.1904
31.0082 772.314 24.9067
31.0082 772.314 24.9067
32.2292 802.725 24.9067
29.3167 730.185 24.9067
30.9813 808.91 26.1096
30.9813 808.91 26.1096
39.1552 1022.33 26.1096
27.4959 717.906 26.1096
30.0537 825.009 27.4512
30.0537 825.009 27.4512
34.182 938.338 27.4512
27.8843 765.458 27.4512
31.285 792.826 25.3421
31.285 792.826 25.3421
35.3983 897.067 25.3421
30.8816 782.603 25.3421
30.6021 792.828 25.9076
30.6021 792.828 25.9076
42.2792 1095.35 25.9076
29.3931 761.506 25.9076
31.7114 814.76 25.6929
31.7114 814.76 25.6929
41.2818 1060.65 25.6929
32.7454 841.324 25.6929
31.1618 776.476 24.9176
31.1618 776.476 24.9176
34.829 867.855 24.9176
29.759 741.523 24.9176
31.001 810.016 26.1287
31.001 810.016 26.1287
39.238 1025.24 26.1287
30.7941 804.609 26.1287
31.3891 820.349 26.1349
31.3891 820.349 26.1349
34.6805 906.371 26.1349
28.9506 756.62 26.1349
31.5027 801.693 25.4484
31.5027 801.693 25.4484
34.0077 865.441 25.4484
30.3781 773.075 25.4484
30.9427 806.083 26.0508
30.9427 806.083 26.0508
33.486 872.338 26.0508
31.4065 818.166 26.0508
31.1672 817.68 26.2353
31.1672 817.68 26.2353
33.7855 886.374 26.2353
28.4659 746.812 26.2353
31.2382 806.118 25.8055
31.2382 806.118 25.8055
34.1847 882.153 25.8055
29.5902 763.59 25.8055
31.3394 793.219 25.3106
31.3394 793.219 25.3106
37.0468 937.678 25.3106
29.0283 734.724 25.3106
30.8994 783.495 25.3563
30.8994 783.495 25.3563
36.5431 926.598 25.3563
28.8806 732.306 25.3563
29.5522 749.694 25.3685
29.5522 749.694 25.3685
38.3733 973.472 25.3685
28.8939 732.995 25.3685
30.8007 800.108 25.9769
30.8007 800.108 25.9769
36.9358 959.479 25.9769
28.1883 732.245 25.9769
31.2167 771.902 24.7273
31.2167 771.902 24.7273
32.6596 807.582 24.7273
30.99 766.298 24.7273
30.9875 808.515 26.0917
30.9875 808.515 26.0917
34.7715 907.245 26.0917
30.1787 787.411 26.0917
31.4936 789.322 25.0629
31.4936 789.322 25.0629
35.7831 896.829 25.0629
28.4571 713.219 25.0629
31.8497 796.326 25.0026
31.8497 796.326 25.0026
33.9956 849.979 25.0026
29.8323 745.886 25.0026
31.3419 788.019 25.1427
31.3419 788.019 25.1427
34.6201 870.442 25.1427
29.5862 743.876 25.1427
32.1123 816.22 25.4177
32.1123 816.22 25.4177
32.852 835.022 25.4177
30.263 769.217 25.4177
31.2234 796.182 25.4995
31.2234 796.182 25.4995
36.0177 918.434 25.4995
32.243 822.182 25.4995
31.5084 815.177 25.8718
31.5084 815.177 25.8718
41.347 1069.72 25.8718
27.8052 719.369 25.8718
32.1388 819.05 25.4848
32.1388 819.05 25.4848
33.6263 856.959 25.4848
32.5442 829.381 25.4848
30.1629 793.505 26.3073
30.1629 793.505 26.3073
33.074 870.089 26.3073
30.5639 804.053 26.3073
31.9783 800.726 25.0397
31.9783 800.726 25.0397
34.5888 866.092 25.0397
29.8786 748.151 25.0397
31.5147 796.676 25.2795
31.5147 796.676 25.2795
42.8593 1083.46 25.2795
28.656 724.408 25.2795
31.2173 804.017 25.7555
31.2173 804.017 25.7555
36.1371 930.728 25.7555
30.0642 774.319 25.7555
31.0418 814.627 26.2429
31.0418 814.627 26.2429
37.1826 975.779 26.2429
28.3079 742.882 26.2429
32.0113 796.09 24.8691
32.0113 796.09 24.8691
39.3582 978.802 24.8691
32.0932 798.128 24.8691
32.7537 814.136 24.8563
32.7537 814.136 24.8563
33.6399 836.163 24.8563
29.3112 728.568 24.8563
32.2003 811.885 25.2136
32.2003 811.885 25.2136
35.3662 891.709 25.2136
29.1308 734.493 25.2136
31.409 779.719 24.8247
31.409 779.719 24.8247
38.6491 959.452 24.8247
28.7935 714.789 24.8247
30.9877 784.426 25.3142
30.9877 784.426 25.3142
31.5798 799.416 25.3142
27.5862 698.322 25.3142
32.1435 802.153 24.9553
32.1435 802.153 24.9553
47.0852 1175.03 24.9553
30.08 750.657 24.9553
32.0053 812.014 25.3712
32.0053 812.014 25.3712
34.4555 874.179 25.3712
28.7805 730.196 25.3712
32.0721 841.903 26.2503
32.0721 841.903 26.2503
33.5784 881.444 26.2503
29.5025 774.45 26.2503
31.4009 758.824 24.1657
31.4009 758.824 24.1657
34.7024 838.607 24.1657
28.6011 691.164 24.1657
31.8988 786.814 24.666
31.8988 786.814 24.666
37.0942 914.964 24.666
30.2918 747.178 24.666
31.655 807.719 25.5163
31.655 807.719 25.5163
40.557 1034.87 25.5163
28.9719 739.256 25.5163
31.6864 800.074 25.2498
31.6864 800.074 25.2498
32.0056 808.136 25.2498
29.2073 737.477 25.2498
30.5408 810.085 26.5247
30.5408 810.085 26.5247
32.8982 872.615 26.5247
30.3292 804.472 26.5247
31.6973 794.873 25.077
31.6973 794.873 25.077
36.4339 913.654 25.077
29.2423 733.309 25.077
30.2324 768.538 25.421
30.2324 768.538 25.421
32.8712 835.619 25.421
29.1114 740.041 25.421
31.8122 791.023 24.8654
31.8122 791.023 24.8654
33.4119 830.802 24.8654
29.274 727.909 24.8654
31.7107 830.732 26.1972
31.7107 830.732 26.1972
35.6931 935.062 26.1972
29.936 784.241 26.1972
31.9122 808.362 25.3308
31.9122 808.362 25.3308
35.3443 895.299 25.3308
31.0659 786.925 25.3308
30.2116 811.994 26.8769
30.2116 811.994 26.8769
33.19 892.044 26.8769
27.656 743.306 26.8769
30.561 802.97 26.2743
30.561 802.97 26.2743
34.5623 908.102 26.2743
28.9353 760.257 26.2743
31.4899 775.497 24.6269
31.4899 775.497 24.6269
40.535 998.25 24.6269
33.1803 817.126 24.6269
30.6785 782.994 25.5225
30.6785 782.994 25.5225
32.3514 825.69 25.5225
29.1128 743.033 25.5225
31.0926 803.354 25.8375
31.0926 803.354 25.8375
31.7688 820.825 25.8375
27.7425 716.796 25.8375
32.261 809.018 25.0773
32.261 809.018 25.0773
40.6259 1018.79 25.0773
29.7399 745.796 25.0773
31.3293 803.511 25.6473
31.3293 803.511 25.6473
34.2547 878.539 25.6473
29.0166 744.197 25.6473
31.6754 785.469 24.7975
31.6754 785.469 24.7975
35.0226 868.47 24.7975
29.0024 719.186 24.7975
32.1046 799.806 24.9125
32.1046 799.806 24.9125
35.8743 893.72 24.9125
28.6484 713.705 24.9125
31.9964 789.4 24.6715
31.9964 789.4 24.6715
36.4132 898.37 24.6715
28.1435 694.342 24.6715
30.0261 789.21 26.2841
30.0261 789.21 26.2841
31.3716 824.576 26.2841
27.9614 734.943 26.2841
30.793 785.832 25.5198
30.793 785.832 25.5198
35.7857 913.243 25.5198
31.1557 795.088 25.5198
30.5972 802.974 26.2434
30.5972 802.974 26.2434
32.9301 864.196 26.2434
29.1405 764.743 26.2434
31.6886 753.378 23.7745
31.6886 753.378 23.7745
37.0614 881.115 23.7745
33.676 800.63 23.7745
31.4194 816.41 25.9842
31.4194 816.41 25.9842
32.173 835.991 25.9842
28.7087 745.973 25.9842
30.9562 782.398 25.2743
30.9562 782.398 25.2743
33.27 840.875 25.2743
27.8565 704.055 25.2743
31.8748 816.212 25.6068
31.8748 816.212 25.6068
38.0177 973.514 25.6068
29.1142 745.523 25.6068
31.923 838.866 26.2778
31.923 838.866 26.2778
37.4652 984.504 26.2778
28.4217 746.861 26.2778
31.5095 805.743 25.5714
31.5095 805.743 25.5714
37.7362 964.966 25.5714
28.0884 718.26 25.5714
31.6447 830.548 26.246
31.6447 830.548 26.246
40.9385 1074.47 26.246
30.034 788.274 26.246
31.0096 780.724 25.1768
31.0096 780.724 25.1768
40.1521 1010.9 25.1768
28.9162 728.019 25.1768
31.1 798.035 25.6603
31.1 798.035 25.6603
34.8825 895.095 25.6603
28.7583 737.944 25.6603
30.2011 787.252 26.067
30.2011 787.252 26.067
32.4484 845.83 26.067
28.2633 736.738 26.067
31.4289 807.284 25.686
31.4289 807.284 25.686
34.8656 895.56 25.686
30.41 781.111 25.686
30.5932 783.368 25.606
30.5932 783.368 25.606
32.9642 844.082 25.606
28.4089 727.439 25.606
32.1646 813.388 25.2883
32.1646 813.388 25.2883
35.3476 893.881 25.2883
32.1724 813.584 25.2883
32.9099 797.318 24.2273
32.9099 797.318 24.2273
35.6187 862.945 24.2273
29.3293 710.569 24.2273
30.8914 827.922 26.8011
30.8914 827.922 26.8011
33.7003 903.205 26.8011
30.1029 806.79 26.8011
31.7234 802.795 25.3061
31.7234 802.795 25.3061
40.7794 1031.97 25.3061
29.0683 735.604 25.3061
31.6524 786.824 24.8583
31.6524 786.824 24.8583
40.7182 1012.18 24.8583
31.1323 773.896 24.8583
31.7412 790.1 24.892
31.7412 790.1 24.892
37.5236 934.036 24.892
29.0429 722.934 24.892
Evaluating: 0 0 0 0 2 4 2 0 6 
MWFT(norm) MWFT LB
26.6998 673.013 25.2067
26.6998 673.013 25.2067
30.8006 776.382 25.2067
26.8586 677.015 25.2067
26.4869 673.277 25.4193
26.4869 673.277 25.4193
34.2418 870.402 25.4193
28.0258 712.396 25.4193
26.9751 678.774 25.163
26.9751 678.774 25.163
33.9739 854.885 25.163
28.9201 727.715 25.163
27.6601 665.144 24.0471
27.6601 665.144 24.0471
34.229 823.106 24.0471
26.8448 645.539 24.0471
26.6801 656.42 24.6034
26.6801 656.42 24.6034
32.3029 794.76 24.6034
26.8294 660.094 24.6034
26.5064 706.062 26.6374
26.5064 706.062 26.6374
33.2356 885.308 26.6374
25.5251 679.922 26.6374
25.8358 682.426 26.4139
25.8358 682.426 26.4139
35.528 938.435 26.4139
26.9501 711.857 26.4139
26.749 693.279 25.918
26.749 693.279 25.918
31.1929 808.456 25.918
25.9509 672.594 25.918
27.23 689.832 25.3335
27.23 689.832 25.3335
32.3258 818.926 25.3335
27.1756 688.455 25.3335
26.5524 698.947 26.3233
26.5524 698.947 26.3233
35.4243 932.487 26.3233
26.3149 692.697 26.3233
27.431 706.639 25.7606
27.431 706.639 25.7606
38.0888 981.191 25.7606
28.8151 742.295 25.7606
26.5323 698.327 26.3199
26.5323 698.327 26.3199
32.5903 857.775 26.3199
27.1866 715.548 26.3199
26.7651 683.361 25.5318
26.7651 683.361 25.5318
34.2017 873.23 25.5318
27.7036 707.323 25.5318
26.1746 682.696 26.0824
26.1746 682.696 26.0824
32.3825 844.612 26.0824
27.5964 719.779 26.0824
26.1213 683.437 26.164
26.1213 683.437 26.164
34.5249 903.31 26.164
25.7638 674.084 26.164
26.6009 672.334 25.2748
26.6009 672.334 25.2748
35.0218 885.169 25.2748
27.2898 689.745 25.2748
26.0871 677.521 25.9716
26.0871 677.521 25.9716
35.6233 925.194 25.9716
26.9361 699.573 25.9716
27.3917 669.665 24.4478
27.3917 669.665 24.4478
33.0939 809.073 24.4478
27.0451 661.191 24.4478
27.1154 694.04 25.5958
27.1154 694.04 25.5958
36.1212 924.552 25.5958
26.535 679.185 25.5958
26.7121 699.601 26.1904
26.7121 699.601 26.1904
33.3175 872.598 26.1904
29.9425 784.205 26.1904
26.6944 664.871 24.9067
26.6944 664.871 24.9067
32.358 805.934 24.9067
26.8548 668.866 24.9067
26.5043 692.017 26.1096
26.5043 692.017 26.1096
34.7145 906.381 26.1096
25.6176 668.865 26.1096
25.3744 696.558 27.4512
25.3744 696.558 27.4512
31.5933 867.274 27.4512
25.4929 699.812 27.4512
27.7131 702.307 25.3421
27.7131 702.307 25.3421
34.2812 868.756 25.3421
27.9881 709.276 25.3421
26.2579 680.279 25.9076
26.2579 680.279 25.9076
31.4904 815.841 25.9076
27.3228 707.867 25.9076
27.7218 712.254 25.6929
27.7218 712.254 25.6929
31.1587 800.557 25.6929
31.2067 801.791 25.6929
26.7497 666.539 24.9176
26.7497 666.539 24.9176
33.0424 823.337 24.9176
27.9459 696.344 24.9176
26.3123 687.506 26.1287
26.3123 687.506 26.1287
33.2518 868.828 26.1287
28.3697 741.264 26.1287
26.4551 691.4 26.1349
26.4551 691.4 26.1349
32.7657 856.326 26.1349
26.7044 697.915 26.1349
27.5159 700.235 25.4484
27.5159 700.235 25.4484
40.0167 1018.36 25.4484
27.6585 703.864 25.4484
26.5228 690.941 26.0508
26.5228 690.941 26.0508
34.8933 909.001 26.0508
28.6852 747.274 26.0508
26.0648 683.818 26.2353
26.0648 683.818 26.2353
30.7148 805.811 26.2353
26.5088 695.466 26.2353
26.6423 687.517 25.8055
26.6423 687.517 25.8055
36.1729 933.458 25.8055
27.0826 698.881 25.8055
26.5452 671.874 25.3106
26.5452 671.874 25.3106
34.8962 883.245 25.3106
26.4051 668.329 25.3106
26.9476 683.291 25.3563
26.9476 683.291 25.3563
39.1008 991.452 25.3563
26.556 673.362 25.3563
26.0363 660.502 25.3685
26.0363 660.502 25.3685
35.8288 908.921 25.3685
27.0427 686.034 25.3685
26.4565 687.257 25.9769
26.4565 687.257 25.9769
34.1802 887.896 25.9769
26.0901 677.739 25.9769
26.8036 662.779 24.7273
26.8036 662.779 24.7273
34.9254 863.608 24.7273
28.9639 716.198 24.7273
26.5293 692.194 26.0917
26.5293 692.194 26.0917
31.6003 824.504 26.0917
28.2955 738.277 26.0917
27.1235 679.794 25.0629
27.1235 679.794 25.0629
33.015 827.452 25.0629
26.4388 662.634 25.0629
27.3411 683.599 25.0026
27.3411 683.599 25.0026
32.4006 810.099 25.0026
27.7448 693.691 25.0026
27.0333 679.689 25.1427
27.0333 679.689 25.1427
33.4974 842.214 25.1427
27.8703 700.733 25.1427
27.1687 690.567 25.4177
27.1687 690.567 25.4177
33.2514 845.174 25.4177
27.6593 703.035 25.4177
27.2288 694.322 25.4995
27.2288 694.322 25.4995
31.8199 811.393 25.4995
30.6245 780.911 25.4995
26.8238 693.98 25.8718
26.8238 693.98 25.8718
33.1851 858.558 25.8718
26.0537 674.055 25.8718
27.4227 698.863 25.4848
27.4227 698.863 25.4848
35.6353 908.158 25.4848
30.3599 773.714 25.4848
26.0294 684.763 26.3073
26.0294 684.763 26.3073
32.617 858.065 26.3073
28.6223 752.977 26.3073
27.6714 692.882 25.0397
27.6714 692.882 25.0397
33.582 840.883 25.0397
27.706 693.749 25.0397
26.6441 673.55 25.2795
26.6441 673.55 25.2795
31.7612 802.906 25.2795
26.4807 669.419 25.2795
26.9949 695.267 25.7555
26.9949 695.267 25.7555
34.9197 899.375 25.7555
27.4881 707.97 25.7555
26.768 702.471 26.2429
26.768 702.471 26.2429
34.4567 904.243 26.2429
26.4502 694.131 26.2429
27.607 686.561 24.8691
27.607 686.561 24.8691
36.7235 913.28 24.8691
29.8794 743.072 24.8691
27.6404 687.039 24.8563
27.6404 687.039 24.8563
34.8633 866.572 24.8563
26.4068 656.376 24.8563
27.8117 701.232 25.2136
27.8117 701.232 25.2136
33.4797 844.144 25.2136
26.5887 670.396 25.2136
27.3672 679.383 24.8247
27.3672 679.383 24.8247
35.5885 883.475 24.8247
26.5423 658.905 24.8247
26.8625 680.001 25.3142
26.8625 680.001 25.3142
30.786 779.321 25.3142
25.3328 641.278 25.3142
27.4834 685.859 24.9553
27.4834 685.859 24.9553
35.3318 881.716 24.9553
27.8399 694.755 24.9553
27.177 689.514 25.3712
27.177 689.514 25.3712
33.4721 849.229 25.3712
26.1966 664.639 25.3712
27.8483 731.027 26.2503
27.8483 731.027 26.2503
31.8795 836.848 26.2503
27.0964 711.29 26.2503
26.7824 647.215 24.1657
26.7824 647.215 24.1657
36.1825 874.375 24.1657
25.9 625.892 24.1657
27.57 680.04 24.666
27.57 680.04 24.666
33.2606 820.404 24.666
28.1286 693.819 24.666
26.933 687.23 25.5163
26.933 687.23 25.5163
34.9276 891.224 25.5163
26.5532 677.54 25.5163
26.4878 668.81 25.2498
26.4878 668.81 25.2498
32.4279 818.797 25.2498
26.9643 680.844 25.2498
26.1665 694.059 26.5247
26.1665 694.059 26.5247
32.9941 875.159 26.5247
27.8204 737.928 26.5247
27.1224 680.149 25.077
27.1224 680.149 25.077
32.2724 809.295 25.077
26.4351 662.913 25.077
26.7109 679.017 25.421
26.7109 679.017 25.421
30.4511 774.097 25.421
26.6754 678.116 25.421
26.9181 669.329 24.8654
26.9181 669.329 24.8654
32.9793 820.043 24.8654
26.7764 665.807 24.8654
26.9539 706.118 26.1972
26.9539 706.118 26.1972
32.0414 839.397 26.1972
27.6005 723.057 26.1972
27.0258 684.584 25.3308
27.0258 684.584 25.3308
38.9066 985.535 25.3308
28.6111 724.743 25.3308
25.9339 697.02 26.8769
25.9339 697.02 26.8769
33.9539 912.574 26.8769
25.3005 679.998 26.8769
26.3801 693.121 26.2743
26.3801 693.121 26.2743
34.1096 896.206 26.2743
26.6088 699.129 26.2743
27.2815 671.859 24.6269
27.2815 671.859 24.6269
32.7193 805.773 24.6269
30.6665 755.22 24.6269
26.3067 671.414 25.5225
26.3067 671.414 25.5225
32.7428 835.678 25.5225
26.9292 687.301 25.5225
26.6196 687.783 25.8375
26.6196 687.783 25.8375
33.4305 863.759 25.8375
25.7163 664.445 25.8375
27.2182 682.557 25.0773
27.2182 682.557 25.0773
36.9998 927.852 25.0773
27.5598 691.125 25.0773
26.7958 687.24 25.6473
26.7958 687.24 25.6473
30.2355 775.459 25.6473
26.3119 674.828 25.6473
27.0273 670.209 24.7975
27.0273 670.209 24.7975
34.4392 854.006 24.7975
27.2054 674.625 24.7975
27.4603 684.107 24.9125
27.4603 684.107 24.9125
37.8565 943.102 24.9125
25.9448 646.35 24.9125
27.3823 675.563 24.6715
27.3823 675.563 24.6715
34.5673 852.828 24.6715
26.1969 646.318 24.6715
26.5555 697.989 26.2841
26.5555 697.989 26.2841
30.5463 802.883 26.2841
26.062 685.018 26.2841
26.062 665.097 25.5198
26.062 665.097 25.5198
35.5158 906.358 25.5198
29.5115 753.127 25.5198
26.6912 700.467 26.2434
26.6912 700.467 26.2434
30.9881 813.232 26.2434
27.0501 709.885 26.2434
27.9094 663.531 23.7745
27.9094 663.531 23.7745
48.2054 1146.06 23.7745
31.261 743.213 23.7745
27.1354 705.093 25.9842
27.1354 705.093 25.9842
31.384 815.49 25.9842
27.0305 702.367 25.9842
27.1217 685.483 25.2743
27.1217 685.483 25.2743
34.652 875.806 25.2743
26.3628 666.301 25.2743
27.7782 711.312 25.6068
27.7782 711.312 25.6068
35.0487 897.487 25.6068
27.2619 698.092 25.6068
26.8339 705.136 26.2778
26.8339 705.136 26.2778
32.2032 846.229 26.2778
26.0845 685.445 26.2778
26.933 688.714 25.5714
26.933 688.714 25.5714
37.004 946.245 25.5714
26.3585 674.023 25.5714
27.1167 711.704 26.246
27.1167 711.704 26.246
35.1078 921.441 26.246
27.2088 714.123 26.246
26.8678 676.445 25.1768
26.8678 676.445 25.1768
39.5235 995.077 25.1768
26.9218 677.804 25.1768
27.082 694.931 25.6603
27.082 694.931 25.6603
38.751 994.361 25.6603
26.8845 689.864 25.6603
26.3967 688.083 26.067
26.3967 688.083 26.067
35.5494 926.664 26.067
26.5143 691.147 26.067
26.7193 686.313 25.686
26.7193 686.313 25.686
38.01 976.326 25.686
27.9605 718.193 25.686
26.2068 671.051 25.606
26.2068 671.051 25.606
33.3424 853.765 25.606
26.1885 670.584 25.606
27.1763 687.243 25.2883
27.1763 687.243 25.2883
32.4224 819.906 25.2883
29.5698 747.769 25.2883
27.9327 676.734 24.2273
27.9327 676.734 24.2273
33.9237 821.879 24.2273
26.9297 652.434 24.2273
26.9415 722.061 26.8011
26.9415 722.061 26.8011
33.2164 890.234 26.8011
27.5565 738.543 26.8011
27.0711 685.062 25.3061
27.0711 685.062 25.3061
42.0815 1064.92 25.3061
26.7103 675.932 25.3061
26.888 668.388 24.8583
26.888 668.388 24.8583
38.0298 945.355 24.8583
29.2514 727.139 24.8583
26.9799 671.581 24.892
26.9799 671.581 24.892
34.1343 849.671 24.892
27.4304 682.797 24.892
Evaluating: 2 0 0 0 2 4 2 0 5 
MWFT(norm) MWFT LB
28.6467 722.088 25.2067
28.6467 722.088 25.2067
34.8508 878.472 25.2067
27.9534 704.613 25.2067
28.4603 723.441 25.4193
28.4603 723.441 25.4193
32.3123 821.356 25.4193
29.2693 744.005 25.4193
29.1067 732.412 25.163
29.1067 732.412 25.163
31.6622 796.714 25.163
30.3151 762.817 25.163
29.389 706.72 24.0471
29.389 706.72 24.0471
33.4529 804.444 24.0471
28.0715 675.036 24.0471
28.0585 690.335 24.6034
28.0585 690.335 24.6034
34.9132 858.984 24.6034
27.7359 682.397 24.6034
27.9255 743.862 26.6374
27.9255 743.862 26.6374
36.2986 966.898 26.6374
26.7976 713.818 26.6374
27.7754 733.658 26.4139
27.7754 733.658 26.4139
35.5362 938.649 26.4139
27.7029 731.741 26.4139
28.2232 731.488 25.918
28.2232 731.488 25.918
33.5397 869.28 25.918
27.0553 701.22 25.918
28.7259 727.728 25.3335
28.7259 727.728 25.3335
32.5787 825.335 25.3335
27.9891 709.062 25.3335
28.3099 745.211 26.3233
28.3099 745.211 26.3233
31.1352 819.583 26.3233
27.125 714.021 26.3233
29.2822 754.328 25.7606
29.2822 754.328 25.7606
37.2873 960.544 25.7606
29.7738 766.992 25.7606
28.2634 743.889 26.3199
28.2634 743.889 26.3199
30.7754 810.005 26.3199
28.1939 742.06 26.3199
28.7295 733.517 25.5318
28.7295 733.517 25.5318
33.2261 848.322 25.5318
29.1569 744.427 25.5318
27.8139 725.454 26.0824
27.8139 725.454 26.0824
34.6215 903.011 26.0824
28.5829 745.51 26.0824
28.077 734.606 26.164
28.077 734.606 26.164
34.1788 894.253 26.164
26.7471 699.811 26.164
28.5351 721.221 25.2748
28.5351 721.221 25.2748
32.7467 827.666 25.2748
28.1775 712.182 25.2748
28.0034 727.293 25.9716
28.0034 727.293 25.9716
30.9411 803.589 25.9716
27.6821 718.948 25.9716
29.5962 723.562 24.4478
29.5962 723.562 24.4478
34.7624 849.862 24.4478
27.8755 681.494 24.4478
29.7171 760.635 25.5958
29.7171 760.635 25.5958
32.1873 823.862 25.5958
27.8954 714.005 25.5958
28.4381 744.803 26.1904
28.4381 744.803 26.1904
35.5258 930.433 26.1904
30.5958 801.314 26.1904
28.2168 702.789 24.9067
28.2168 702.789 24.9067
33.0223 822.479 24.9067
27.4419 683.489 24.9067
28.542 745.221 26.1096
28.542 745.221 26.1096
32.9988 861.587 26.1096
26.8816 701.869 26.1096
27.7622 762.107 27.4512
27.7622 762.107 27.4512
31.8125 873.29 27.4512
26.6198 730.746 27.4512
29.3054 742.659 25.3421
29.3054 742.659 25.3421
35.5793 901.652 25.3421
28.8919 732.18 25.3421
28.2026 730.661 25.9076
28.2026 730.661 25.9076
33.1599 859.094 25.9076
